Street Number,Street Name,Borough,Zip Code,DOF Benchmarking Submission Status,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Primary Property Type - Self Selected,DOF Number of Buildings
1280,COMMONWEALTH AVENUE ,BRONX               ,10472,In Compliance ,36,505.7,Multifamily Housing,1
1240,   5 AVENUE         ,MANHATTAN,10029,In Compliance ,1,5827,Hospital (General Medical & Surgical),1
49,WEST   38 STREET    ,MANHATTAN,10018,In Compliance ,100,274.5,Office,1
5921,PALISADE AVENUE     ,BRONX               ,10471,In Compliance ,1,1717.4,Multifamily Housing,7
5961,PALISADE AVENUE     ,BRONX               ,10471,In Compliance ,51,619.4,Multifamily Housing,1
5801,PALISADE AVENUE     ,BRONX               ,10471,In Compliance ,100,55.4,Multifamily Housing,1
3247,JOHNSON AVENUE      ,BRONX               ,10463,In Compliance ,76,232.7,Multifamily Housing,1
567,FT WASHINGTON AVENUE,MANHATTAN,10033,In Compliance ,96,353.8,Multifamily Housing,1
    30-30,NORTHERN BOULEVARD  ,QUEENS,11101,In Compliance ,100,11.1,Office,1
500,KAPPOCK STREET      ,BRONX               ,10463,In Compliance ,96,427.5,Multifamily Housing,1
1548,ST NICHOLAS AVENUE  ,MANHATTAN,10040,In Compliance ,99,205.6,Mixed Use Property,1
1114,WARD AVENUE         ,BRONX               ,10472,In Compliance ,99,301.1,Mixed Use Property,1
   111-23,  76 ROAD           ,QUEENS,11375,In Compliance ,69,308.3,Multifamily Housing,1
2740,CROPSEY AVENUE      ,BROOKLYN            ,11214,In Compliance ,27,2870.6,Multifamily Housing,1
1,MORNINGSIDE DRIVE   ,MANHATTAN,10025,In Compliance ,57,1441.6,Multifamily Housing,1
180,EAST END AVENUE     ,MANHATTAN,10128,In Compliance ,1,1771.9,Multifamily Housing,1
1172,PARK AVENUE         ,MANHATTAN,10128,In Compliance ,29,679.1,Multifamily Housing,1
    31-31, 138 STREET         ,QUEENS,11354,In Compliance ,60,1017.6,Multifamily Housing,2
3660,WALDO AVENUE        ,BRONX               ,10463,In Compliance ,9,525.4,Multifamily Housing,1
    85-09, 151 AVENUE         ,QUEENS,11414,In Compliance ,34,992.9,Multifamily Housing,2
311,WEST   50 STREET    ,MANHATTAN,10019,In Compliance ,32,419.5,Multifamily Housing,1
667,EAST  232 STREET    ,BRONX               ,10466,In Compliance ,82,350.8,Multifamily Housing,1
1562,THIERIOT AVENUE     ,BRONX               ,10460,In Compliance ,99,153.6,Multifamily Housing,1
2735,MARION AVENUE       ,BRONX               ,10458,In Compliance ,100,158.2,Multifamily Housing,1
3425,GATES PLACE         ,BRONX               ,10467,In Compliance ,97,275.8,Multifamily Housing,1
2950,WEST   24 STREET    ,BROOKLYN            ,11224,In Compliance ,20,2254,Multifamily Housing,1
15,WEST   43 STREET    ,MANHATTAN,10036,In Compliance ,1,1503.8,Hotel,1
2,LEE AVENUE          ,BROOKLYN            ,11211,In Compliance ,39,1223.5,Multifamily Housing,29
285,ST MARKS PLACE      ,STATEN ISLAND       ,10301,In Compliance ,62,382.6,Multifamily Housing,1
120,STUYVESANT PLACE    ,STATEN ISLAND       ,10301,In Compliance ,75,323.3,Office,1
830,HOWARD AVENUE       ,STATEN ISLAND       ,10301,In Compliance ,37,320.4,Multifamily Housing,1
100,STUYVESANT PLACE    ,STATEN ISLAND       ,10301,In Compliance ,49,621.9,Multifamily Housing,1
200,HART BOULEVARD      ,STATEN ISLAND       ,10301,In Compliance ,37,286.7,Multifamily Housing,1
115,EAST   61 STREET    ,MANHATTAN,10065,In Compliance ,71,432.8,Other,1
15,WEST   63 STREET    ,MANHATTAN,10023,In Compliance ,3,820.7,Multifamily Housing,1
1490,LEXINGTON AVENUE    ,MANHATTAN,10029,In Compliance ,42,1059.4,Multifamily Housing,1
1501,LEXINGTON AVENUE    ,MANHATTAN,10029,In Compliance ,46,912.3,Multifamily Housing,1
303,WEST   66 STREET    ,MANHATTAN,10023,In Compliance ,73,1998.4,Multifamily Housing,1
305,EAST   88 STREET    ,MANHATTAN,10128,In Compliance ,79,339,Multifamily Housing,1
320,EAST   54 STREET    ,MANHATTAN,10022,In Compliance ,29,434.2,Multifamily Housing,1
3120,CORLEAR AVENUE      ,BRONX               ,10463,In Compliance ,87,214.6,Multifamily Housing,1
125,   3 AVENUE         ,MANHATTAN,10003,In Compliance ,42,730.7,Multifamily Housing,1
2170,FREDERICK DOUGLASS B,MANHATTAN,10026,In Compliance ,64,744.5,Multifamily Housing,1
540,   8 AVENUE         ,MANHATTAN,10018,In Compliance ,69,1930.7,Other,1
117,WEST   58 STREET    ,MANHATTAN,10019,In Compliance ,51,455.3,Multifamily Housing,1
123,WEST   44 STREET    ,MANHATTAN,10036,In Compliance ,1,1020.9,Multifamily Housing,1
234,EAST   46 STREET    ,MANHATTAN,10017,In Compliance ,33,526.5,Multifamily Housing,1
1460,BROADWAY            ,MANHATTAN,10036,In Compliance ,90,727.3,Office,2
171,VARICK STREET       ,MANHATTAN,10014,In Compliance ,100,228.2,Office,1
   140-55,  34 AVENUE         ,QUEENS,11354,In Compliance ,16,671.7,Multifamily Housing,1
   137-40,  45 AVENUE         ,QUEENS,11355,In Compliance ,29,469.6,Multifamily Housing,1
2355,BEAUMONT AVENUE     ,BRONX               ,10458,In Compliance ,31,510.6,Multifamily Housing,1
2350,CAMBRELENG AVENUE   ,BRONX               ,10458,In Compliance ,14,658.5,Multifamily Housing,1
   167-10,CROCHERON AVENUE    ,QUEENS,11358,In Compliance ,66,583.4,Multifamily Housing,1
   142-05,FRANKLIN AVENUE     ,QUEENS,11355,In Compliance ,67,360.8,Multifamily Housing,1
9511,SHORE ROAD          ,BROOKLYN            ,11209,In Compliance ,61,624.3,Multifamily Housing,1
855,EAST   19 STREET    ,BROOKLYN            ,11230,In Compliance ,75,316.4,Multifamily Housing,1
3101,AURELIA COURT       ,BROOKLYN            ,11210,In Compliance ,27,674.4,Multifamily Housing,1
350,EAST   30 STREET    ,MANHATTAN,10016,In Compliance ,42,632.5,Multifamily Housing,1
1422,NELSON AVENUE       ,BRONX               ,10452,In Compliance ,27,633.9,Multifamily Housing,1
105,   5 AVENUE         ,MANHATTAN,10003,In Compliance ,83,480.3,Multifamily Housing,1
357,   9 STREET         ,BROOKLYN            ,11215,In Compliance ,32,1099.6,Residence Hall/Dormitory,1
4265,WEBSTER AVENUE      ,BRONX               ,10470,In Compliance ,81,260.7,Multifamily Housing,1
1261,   2 AVENUE         ,MANHATTAN,10065,In Compliance ,1,4389.8,Multifamily Housing,2
1658,YORK AVENUE         ,MANHATTAN,10128,In Compliance ,1,1288.5,Multifamily Housing,1
421,EAST   60 STREET    ,MANHATTAN,10022,In Compliance ,1,4267.6,Multifamily Housing,1
6,WEST   57 STREET    ,MANHATTAN,10019,In Compliance ,96,221.2,Office,1
9,WEST   57 STREET    ,MANHATTAN,10019,In Compliance ,66,11493.2,Office,1
10,WEST   57 STREET    ,MANHATTAN,10019,In Compliance ,26,559.2,Office,1
4,WEST   58 STREET    ,MANHATTAN,10019,In Compliance ,84,406.9,Office,1
50,FORT PLACE          ,STATEN ISLAND       ,10301,In Compliance ,66,678.4,Multifamily Housing,1
221,EAST   18 STREET    ,BROOKLYN            ,11226,In Compliance ,77,282.4,Multifamily Housing,1
175,EASTERN PARKWAY     ,BROOKLYN            ,11238,In Compliance ,56,394,Multifamily Housing,1
    78-34, 164 STREET         ,QUEENS,11366,In Compliance ,7,684.4,Multifamily Housing,1
1695,EAST   21 STREET    ,BROOKLYN            ,11210,In Compliance ,88,272.5,Multifamily Housing,1
1678,CROTONA PARK EAST   ,BRONX               ,10460,In Compliance ,26,449,Multifamily Housing,1
819,EAST  173 STREET    ,BRONX               ,10460,In Compliance ,22,527.6,Multifamily Housing,1
590,DEKALB AVENUE       ,BROOKLYN            ,11205,In Compliance ,45,415.6,Multifamily Housing,1
3815,PUTNAM AVENUE WEST  ,BRONX               ,10463,In Compliance ,54,508.3,Multifamily Housing,1
398,EAST  152 STREET    ,BRONX               ,10455,In Compliance ,4,814.7,Multifamily Housing,1
13,BEAVER STREET       ,BROOKLYN            ,11206,In Compliance ,56,352.9,Multifamily Housing,1
2911,BRIGHTON    5 STREET,BROOKLYN            ,11235,In Compliance ,98,219.8,Multifamily Housing,1
145,SOUTH    3 STREET   ,BROOKLYN            ,11211,In Compliance ,39,331,Multifamily Housing,1
   224-02,HOR HARDING EP SR S ,QUEENS,11364,In Compliance ,2,1399.8,Multifamily Housing,8
5,WEST   65 STREET    ,MANHATTAN,10023,In Compliance ,46,1562.7,Multifamily Housing,1
240,EAST   10 STREET    ,MANHATTAN,10003,In Compliance ,33,323.3,Multifamily Housing,1
168,EAST   74 STREET    ,MANHATTAN,10021,In Compliance ,79,309.1,Multifamily Housing,1
   142-19,BARCLAY AVENUE      ,QUEENS,11355,In Compliance ,17,344.2,Multifamily Housing,1
    2781A,OCEAN AVENUE        ,BROOKLYN            ,11229,In Compliance ,34,358.5,Multifamily Housing,1
    84-70, 129 STREET         ,QUEENS,11415,In Compliance ,11,453.5,Multifamily Housing,1
   140-30,ASH AVENUE          ,QUEENS,11355,In Compliance ,50,476.8,Multifamily Housing,2
   140-60,BEECH AVENUE        ,QUEENS,11355,In Compliance ,10,416.8,Multifamily Housing,1
   189-14,CROCHERON AVENUE    ,QUEENS,11358,In Compliance ,25,360.1,Multifamily Housing,1
2063,NOSTRAND AVENUE     ,BROOKLYN            ,11210,In Compliance ,43,294.3,Multifamily Housing,1
   144-44,SANFORD AVENUE      ,QUEENS,11355,In Compliance ,43,180,Multifamily Housing,1
    61-15,  43 AVENUE         ,QUEENS,11377,In Compliance ,37,293.4,Multifamily Housing,1
72,SKILLMAN STREET     ,BROOKLYN            ,11205,In Compliance ,86,256.2,Multifamily Housing,1
65,LENOX ROAD          ,BROOKLYN            ,11226,In Compliance ,99,259.3,Multifamily Housing,1
829,EAST   10 STREET    ,BROOKLYN            ,11230,In Compliance ,65,309.7,Multifamily Housing,1
1002,AVENUE H            ,BROOKLYN            ,11230,In Compliance ,47,374,Multifamily Housing,1
2000,QUENTIN ROAD        ,BROOKLYN            ,11229,In Compliance ,45,289.7,Multifamily Housing,1
825,EAST    9 STREET    ,BROOKLYN            ,11230,In Compliance ,49,322.7,Multifamily Housing,1
340,WEBSTER AVENUE      ,BROOKLYN            ,11230,In Compliance ,79,366.8,Multifamily Housing,1
1718,QUENTIN ROAD        ,BROOKLYN            ,11229,In Compliance ,51,364.5,Multifamily Housing,1
1256,EAST   13 STREET    ,BROOKLYN            ,11230,In Compliance ,86,221.1,Multifamily Housing,1
711,BRIGHTWATER COURT   ,BROOKLYN            ,11235,In Compliance ,54,299.3,Multifamily Housing,1
8,EAST   83 STREET    ,MANHATTAN,10028,In Compliance ,100,262.7,Multifamily Housing,1
42,WEST   58 STREET    ,MANHATTAN,10019,In Compliance ,3,903.3,Multifamily Housing,1
330,EAST   56 STREET    ,MANHATTAN,10022,In Compliance ,3,631.5,Multifamily Housing,1
302,CONVENT AVENUE      ,MANHATTAN,10031,In Compliance ,34,528,Multifamily Housing,1
102,SOUTH    8 STREET   ,BROOKLYN            ,11249,In Compliance ,99,162.9,Multifamily Housing,1
446,MARCY AVENUE        ,BROOKLYN            ,11206,In Compliance ,2,436,Multifamily Housing,1
354,OCEAN AVENUE        ,BROOKLYN            ,11226,In Compliance ,94,204.1,Multifamily Housing,1
1911,ALBEMARLE ROAD      ,BROOKLYN            ,11226,In Compliance ,99,263.1,Multifamily Housing,1
330,WEST   40 STREET    ,MANHATTAN,10018,In Compliance ,25,753.8,Hotel,1
309,   5 AVENUE         ,MANHATTAN,10016,In Compliance ,79,646.9,Multifamily Housing,1
158,WEST   25 STREET    ,MANHATTAN,10001,In Compliance ,51,525.8,Hotel,1
52,WATTS STREET        ,MANHATTAN,10013,In Compliance ,48,541,Hotel,1
222,DUFFIELD STREET     ,BROOKLYN            ,11201,In Compliance ,31,2051.6,Hotel,1
216,DUFFIELD STREET     ,BROOKLYN            ,11201,In Compliance ,35,787.5,Hotel,1
326,WEST   40 STREET    ,MANHATTAN,10018,In Compliance ,38,862.1,Hotel,1
30,WEST   31 STREET    ,MANHATTAN,10001,In Compliance ,56,446,Hotel,1
229,DUFFIELD STREET     ,BROOKLYN            ,11201,In Compliance ,44,464.9,Hotel,1
    34-01,STARR AVENUE        ,QUEENS,11101,In Compliance ,23,465.2,Hotel,1
66,CHARLTON STREET     ,MANHATTAN,10014,In Compliance ,43,417.9,Hotel,1
60,EAST   17 STREET    ,BROOKLYN            ,11226,In Compliance ,91,336.3,Multifamily Housing,1
1291,GRAND CONCOURSE     ,BRONX               ,10452,In Compliance ,7,663.9,Multifamily Housing,1
164,WEST  141 STREET    ,MANHATTAN,10030,In Compliance ,30,553,Multifamily Housing,1
1815,PROSPECT AVENUE     ,BRONX               ,10457,In Compliance ,80,265.8,Multifamily Housing,1
1300,METROPOLITAN AVENUE ,BROOKLYN            ,11237,In Compliance ,74,514.4,Refrigerated Warehouse,1
1133,PARK AVENUE         ,MANHATTAN,10128,In Compliance ,52,398.5,Multifamily Housing,1
11,WEST   30 STREET    ,MANHATTAN,10001,In Compliance ,17,467,Multifamily Housing,1
303,PARK AVENUE SOUTH   ,MANHATTAN,10010,In Compliance ,1,821.8,Multifamily Housing,1
139,PAYSON AVENUE       ,MANHATTAN,10034,In Compliance ,49,427.3,Multifamily Housing,1
353,OCEAN AVENUE        ,BROOKLYN            ,11226,In Compliance ,51,231.5,Multifamily Housing,1
718,BROADWAY            ,MANHATTAN,10003,In Compliance ,43,565.4,Multifamily Housing,1
225,EAST   63 STREET    ,MANHATTAN,10065,In Compliance ,94,497.5,Multifamily Housing,1
1749,   1 AVENUE         ,MANHATTAN,10128,In Compliance ,19,1101.3,Multifamily Housing,1
15,CLIFF STREET        ,MANHATTAN,10038,In Compliance ,31,400.6,Multifamily Housing,1
240,EAST   86 STREET    ,MANHATTAN,10028,In Compliance ,1,2156,Multifamily Housing,1
200,CHAMBERS STREET     ,MANHATTAN,10007,In Compliance ,94,1020.6,Multifamily Housing,1
45,CENTRAL PARK NORTH  ,MANHATTAN,10026,In Compliance ,34,384.8,Multifamily Housing,1
2545,SEDGWICK AVENUE     ,BRONX               ,10468,In Compliance ,62,443,Multifamily Housing,1
18,EAST   21 STREET    ,BROOKLYN            ,11226,In Compliance ,85,225,Multifamily Housing,1
2001,EAST    9 STREET    ,BROOKLYN            ,11223,In Compliance ,79,302,Multifamily Housing,1
269,WADSWORTH AVENUE    ,MANHATTAN,10033,In Compliance ,40,331,K-12 School,1
2020,AVENUE V            ,BROOKLYN            ,11229,In Compliance ,56,264.9,Multifamily Housing,1
    77-34,AUSTIN STREET       ,QUEENS,11375,In Compliance ,54,315.2,Multifamily Housing,1
362,   9 AVENUE         ,MANHATTAN,10001,In Compliance ,86,1751.6,Office,1
2802,FREDRICK DOUGLASS BL,MANHATTAN,10039,In Compliance ,99,1024.2,Multifamily Housing,1
337,WEST  138 STREET    ,MANHATTAN,10030,In Compliance ,13,597.6,Multifamily Housing,1
    88-05,MERRICK BOULEVARD   ,QUEENS,11432,In Compliance ,89,395.6,Multifamily Housing,1
    91-50, 195 STREET         ,QUEENS,11423,In Compliance ,100,252.1,Multifamily Housing,1
   166-33,  89 AVENUE         ,QUEENS,11432,In Compliance ,93,447.2,Multifamily Housing,1
750,BRYANT AVENUE       ,BRONX               ,10474,In Compliance ,13,353.7,Multifamily Housing,1
    90-10, 149 STREET         ,QUEENS,11435,In Compliance ,90,500.4,Multifamily Housing,1
    87-50, 167 STREET         ,QUEENS,11432,In Compliance ,16,987.8,Multifamily Housing,1
   148-15,LOWE COURT          ,QUEENS,11435,In Compliance ,65,290.9,Multifamily Housing,1
    90-36, 149 STREET         ,QUEENS,11435,In Compliance ,86,531.7,Multifamily Housing,1
    89-11, 153 STREET         ,QUEENS,11432,In Compliance ,95,419.9,Multifamily Housing,1
    87-84, 165 STREET         ,QUEENS,11432,In Compliance ,84,322.3,Multifamily Housing,1
   187-35,HILLSIDE AVENUE     ,QUEENS,11432,In Compliance ,79,373.3,Multifamily Housing,1
    87-87, 171 STREET         ,QUEENS,11432,In Compliance ,83,340.1,Multifamily Housing,1
    88-25, 153 STREET         ,QUEENS,11432,In Compliance ,100,349,Multifamily Housing,1
    91-60, 193 STREET         ,QUEENS,11423,In Compliance ,95,211.3,Multifamily Housing,1
    88-15, 168 STREET         ,QUEENS,11432,In Compliance ,84,731.7,Multifamily Housing,1
    80-25,PARSONS BOULEVARD   ,QUEENS,11432,In Compliance ,21,472.6,Multifamily Housing,1
    88-25, 148 STREET         ,QUEENS,11435,In Compliance ,82,513.2,Multifamily Housing,1
    88-09, 148 STREET         ,QUEENS,11435,In Compliance ,83,381.2,Multifamily Housing,1
   148-48,  88 AVENUE         ,QUEENS,11435,In Compliance ,80,487.1,Multifamily Housing,1
509,LEXINGTON AVENUE    ,MANHATTAN,10017,In Compliance ,76,1947.7,Hotel,1
570,WEST  156 STREET    ,MANHATTAN,10032,In Compliance ,36,383.5,Multifamily Housing,1
602,WEST  141 STREET    ,MANHATTAN,10031,In Compliance ,9,606.7,Multifamily Housing,1
510,WAVERLY AVENUE      ,BROOKLYN            ,11238,In Compliance ,2,603.7,K-12 School,1
4410,CAYUGA AVENUE       ,BRONX               ,10471,In Compliance ,55,418.7,Multifamily Housing,1
655,WEST  160 STREET    ,MANHATTAN,10032,In Compliance ,16,544.1,Multifamily Housing,1
    35-20,LEVERICH STREET     ,QUEENS,11372,In Compliance ,24,993.5,Multifamily Housing,1
2249,MORRIS AVENUE       ,BRONX               ,10453,In Compliance ,30,390.6,Multifamily Housing,1
    63-95,AUSTIN STREET       ,QUEENS,11374,In Compliance ,63,324.3,Multifamily Housing,1
    64-00,SAUNDERS STREET     ,QUEENS,11374,In Compliance ,41,368.4,Multifamily Housing,1
338,   5 AVENUE         ,MANHATTAN,10018,In Compliance ,83,17574,Office,1
1764,VYSE AVENUE         ,BRONX               ,10460,In Compliance ,5,2093.7,Retail Store,1
637,MADISON AVENUE      ,MANHATTAN,10022,In Compliance ,33,1083.6,Medical Office,1
5923,STRICKLAND AVENUE   ,BROOKLYN            ,11234,In Compliance ,63,224.2,Medical Office,1
636,GREENWICH STREET    ,MANHATTAN,10014,In Compliance ,65,389.1,Multifamily Housing,1
1,BROADWAY            ,MANHATTAN,10004,In Compliance ,77,1159.9,Office,1
88,PINE STREET         ,MANHATTAN,10005,In Compliance ,55,6634.1,Office,1
354,PARK AVENUE SOUTH   ,MANHATTAN,10010,In Compliance ,64,3207.2,Office,1
29,WEST   35 STREET    ,MANHATTAN,10018,In Compliance ,66,500.9,Office,1
275,WEST  238 STREET    ,BRONX               ,10463,In Compliance ,26,514.6,Multifamily Housing,1
2157,HOLLAND AVENUE      ,BRONX               ,10462,In Compliance ,49,584.7,Multifamily Housing,1
2512,FRISBY AVENUE       ,BRONX               ,10461,In Compliance ,50,536.4,Multifamily Housing,1
2502,TRATMAN AVENUE      ,BRONX               ,10461,In Compliance ,8,688.7,Multifamily Housing,1
7,WEST   30 STREET    ,MANHATTAN,10001,In Compliance ,77,236,Office,1
    37-11,  35 AVENUE         ,QUEENS,11101,In Compliance ,37,675.6,Office,1
130,PRINCE STREET       ,MANHATTAN,10012,In Compliance ,64,460.6,Office,1
100,   5 AVENUE         ,MANHATTAN,10011,In Compliance ,81,1526.5,Office,2
519,   8 AVENUE         ,MANHATTAN,10018,In Compliance ,88,1951.1,Office,1
817,BROADWAY            ,MANHATTAN,10003,In Compliance ,65,1006.4,Office,1
24,BENNETT AVENUE      ,MANHATTAN,10033,In Compliance ,86,465.8,Multifamily Housing,1
314,WEST   40 STREET    ,MANHATTAN,10018,In Compliance ,76,330.9,Office,1
424,PARK AVENUE         ,MANHATTAN,10022,In Compliance ,94,1723.8,Office,1
2001,BROADWAY            ,MANHATTAN,10023,In Compliance ,12,5297.5,Multifamily Housing,1
151,EAST   31 STREET    ,MANHATTAN,10016,In Compliance ,53,5365,Multifamily Housing,2
1849,   2 AVENUE         ,MANHATTAN,10128,In Compliance ,4,8076.8,Multifamily Housing,1
155,EAST   29 STREET    ,MANHATTAN,10016,In Compliance ,45,1425,Multifamily Housing,1
20,WEST   64 STREET    ,MANHATTAN,10023,In Compliance ,20,12812.3,Multifamily Housing,1
1695,   3 AVENUE         ,MANHATTAN,10128,In Compliance ,94,971.9,Multifamily Housing,1
345,EAST   37 STREET    ,MANHATTAN,10016,In Compliance ,20,6426.1,Multifamily Housing,1
1389,   3 AVENUE         ,MANHATTAN,10075,In Compliance ,50,619.5,Multifamily Housing,1
403,EAST   62 STREET    ,MANHATTAN,10065,In Compliance ,17,328.3,Multifamily Housing,1
135,LINDEN BOULEVARD    ,BROOKLYN            ,11226,In Compliance ,65,969.9,Multifamily Housing,1
1690,LONGFELLOW AVENUE   ,BRONX               ,10460,In Compliance ,21,648.7,Multifamily Housing,1
362,MALCOLM X BOULEVARD ,BROOKLYN            ,11233,In Compliance ,100,399.2,Multifamily Housing,1
1719,BOSTON ROAD         ,BRONX               ,10460,In Compliance ,28,644.7,Multifamily Housing,1
1660,CROTONA PARK EAST   ,BRONX               ,10460,In Compliance ,36,480.6,Multifamily Housing,1
550,GREENE AVENUE       ,BROOKLYN            ,11216,In Compliance ,67,602.1,Multifamily Housing,1
255,WEST   90 STREET    ,MANHATTAN,10024,In Compliance ,15,864.1,Multifamily Housing,1
3911,BARNES AVENUE       ,BRONX               ,10466,In Compliance ,51,337.9,Multifamily Housing,1
575,CENTRAL AVENUE      ,BROOKLYN            ,11207,In Compliance ,49,306.5,Multifamily Housing,1
1660,HOE AVENUE          ,BRONX               ,10460,In Compliance ,60,279.6,Multifamily Housing,1
1715,LONGFELLOW AVENUE   ,BRONX               ,10460,In Compliance ,46,622.6,Multifamily Housing,1
1700,CROTONA PARK EAST   ,BRONX               ,10460,In Compliance ,11,1009.9,Multifamily Housing,1
383,THROOP AVENUE       ,BROOKLYN            ,11221,In Compliance ,33,373,Multifamily Housing,1
   155-02,  90 AVENUE         ,QUEENS,11432,In Compliance ,60,294.3,Multifamily Housing,1
46,WEST   83 STREET    ,MANHATTAN,10024,In Compliance ,75,341.6,Multifamily Housing,1
230,EAST  179 STREET    ,BRONX               ,10457,In Compliance ,27,1198.3,Multifamily Housing,1
15,WEST   84 STREET    ,MANHATTAN,10024,In Compliance ,57,616.5,Multifamily Housing,1
310,WEST  106 STREET    ,MANHATTAN,10025,In Compliance ,52,617.2,Multifamily Housing,1
2755,RESERVOIR AVENUE    ,BRONX               ,10468,In Compliance ,21,696.2,Multifamily Housing,1
2835,WEBB AVENUE         ,BRONX               ,10468,In Compliance ,21,555.7,Multifamily Housing,1
295,ST JOHNS PLACE      ,BROOKLYN            ,11238,In Compliance ,75,422.1,Multifamily Housing,1
5931,PALISADE AVENUE     ,BRONX               ,10471,In Compliance ,1,1230.6,Multifamily Housing,1
    41-09,  41 STREET         ,QUEENS,11104,In Compliance ,1,406.5,Multifamily Housing,1
250,RIVERSIDE DRIVE     ,MANHATTAN,10025,In Compliance ,98,475.6,Multifamily Housing,1
58,THOMPSON STREET     ,MANHATTAN,10012,In Compliance ,60,309.1,Hotel,1
1916,PARK AVENUE         ,MANHATTAN,10037,In Compliance ,98,375.9,Office,1
900,WEST  190 STREET    ,MANHATTAN,10040,In Compliance ,92,1667.8,Multifamily Housing,1
1000,GRAND CONCOURSE     ,BRONX               ,10451,In Compliance ,100,196.2,Multifamily Housing,1
300,CATHEDRAL PARKWAY   ,MANHATTAN,10026,In Compliance ,48,1941.1,Multifamily Housing,9
114,WEST   34 STREET    ,MANHATTAN,10001,In Compliance ,87,2971.4,Office,2
130,MARTENSE STREET     ,BROOKLYN            ,11226,In Compliance ,81,408.2,Multifamily Housing,1
238,BAY RIDGE PARKWAY   ,BROOKLYN            ,11209,In Compliance ,97,378.7,Multifamily Housing,5
1730,ANDREWS AVENUE SOUTH,BRONX               ,10453,In Compliance ,52,425.9,Multifamily Housing,1
1710,ANDREWS AVENUE SOUTH,BRONX               ,10453,In Compliance ,36,623.3,Multifamily Housing,1
940,TIFFANY STREET      ,BRONX               ,10459,In Compliance ,66,280.6,Multifamily Housing,1
2010,GRAND AVENUE        ,BRONX               ,10453,In Compliance ,8,355.9,Multifamily Housing,1
2042,GRAND AVENUE        ,BRONX               ,10453,In Compliance ,3,380.6,Multifamily Housing,1
2031,HUGHES AVENUE       ,BRONX               ,10457,In Compliance ,57,280,Multifamily Housing,1
45,WEST TREMONT AVENUE ,BRONX               ,10453,In Compliance ,23,330.5,Multifamily Housing,1
1807,CLINTON AVENUE      ,BRONX               ,10457,In Compliance ,37,283.3,Multifamily Housing,1
770,LEFFERTS AVENUE     ,BROOKLYN            ,11203,In Compliance ,98,189.2,Multifamily Housing,1
    92-06,ATLANTIC AVENUE     ,QUEENS,11416,In Compliance ,41,1334.5,Supermarket/Grocery Store,1
2100,BARTOW AVENUE       ,BRONX               ,10475,In Compliance ,65,1237.4,Supermarket/Grocery Store,4
100,GREAVES LANE        ,STATEN ISLAND       ,10308,In Compliance ,69,1066.3,Supermarket/Grocery Store,1
    10-95,IRVING AVENUE       ,QUEENS,11385,In Compliance ,45,209.6,Non-Refrigerated Warehouse,1
469,  10 AVENUE         ,MANHATTAN,10018,In Compliance ,81,1510.1,Office,1
652,MADISON AVENUE      ,MANHATTAN,10065,In Compliance ,33,1257.1,Office,2
12,EAST   22 STREET    ,MANHATTAN,10010,In Compliance ,1,980.4,Multifamily Housing,1
125,EAST   54 STREET    ,MANHATTAN,10022,In Compliance ,3,544.7,Multifamily Housing,1
239,PARK AVENUE SOUTH   ,MANHATTAN,10003,In Compliance ,1,617.2,Multifamily Housing,1
295,PARK AVENUE SOUTH   ,MANHATTAN,10010,In Compliance ,34,968.1,Multifamily Housing,1
214,EAST   24 STREET    ,MANHATTAN,10010,In Compliance ,75,348.8,Multifamily Housing,1
147,CHAMBERS STREET     ,MANHATTAN,10007,In Compliance ,52,627.8,Multifamily Housing,1
100,HUDSON STREET       ,MANHATTAN,10013,In Compliance ,21,527.6,Multifamily Housing,1
1,BOND STREET         ,MANHATTAN,10012,In Compliance ,47,357.3,Retail Store,1
161,HUDSON STREET       ,MANHATTAN,10013,In Compliance ,29,331.9,Multifamily Housing,1
126,WEST   22 STREET    ,MANHATTAN,10011,In Compliance ,13,339.5,Multifamily Housing,1
135,WEST   79 STREET    ,MANHATTAN,10024,In Compliance ,60,294.5,Multifamily Housing,1
129,LAFAYETTE STREET    ,MANHATTAN,10013,In Compliance ,33,369.4,Multifamily Housing,1
433,WEST STREET         ,MANHATTAN,10014,In Compliance ,97,188.5,Multifamily Housing,1
145,AVENUE OF THE AMER  ,MANHATTAN,10013,In Compliance ,87,269.4,Office,1
525,WEST   22 STREET    ,MANHATTAN,10011,In Compliance ,54,403.1,Multifamily Housing,1
37,WEST   93 STREET    ,MANHATTAN,10025,In Compliance ,94,288.9,Multifamily Housing,1
400,RIVERSIDE DRIVE     ,MANHATTAN,10025,In Compliance ,93,436.5,Multifamily Housing,1
345,WEST   13 STREET    ,MANHATTAN,10014,In Compliance ,4,679.1,Multifamily Housing,3
487,BROADWAY            ,MANHATTAN,10013,In Compliance ,36,491.4,Multifamily Housing,1
321,EAST   54 STREET    ,MANHATTAN,10022,In Compliance ,88,397.7,Multifamily Housing,1
28,LAIGHT STREET       ,MANHATTAN,10013,In Compliance ,77,437.2,Multifamily Housing,4
474,WEST BROADWAY       ,MANHATTAN,10012,In Compliance ,88,206.5,Multifamily Housing,1
220,WEST BROADWAY       ,MANHATTAN,10013,In Compliance ,4,457.2,Multifamily Housing,1
245,   7 AVENUE         ,MANHATTAN,10001,In Compliance ,13,432.7,Multifamily Housing,1
